Sale Date,Harvest Date,Planning Year,Channel Name,Product Name,Actual Price,Brought Quantity,Returned Quantity,Actual Quantity,Actual Revenue,Notes,Entry Kind
2022-06-24,6/22/2023,2022,Staff,Radish Round Purple - bunch,$3.50,,,1,$3.50,,actual
2022-06-24,6/22/2023,2022,Staff,Spring Mix - 1/3 lb,$6.00,,,1,$6.00,,actual
2022-06-24,6/22/2023,2022,HNC,Kale Lacinato - bunch,$2.50,,,55,$137.50,,actual
2022-06-24,6/22/2023,2022,HNC,Kale Curly - bunch,$2.50,,,40,$100.00,,actual
2022-06-24,6/22/2023,2022,HNC,Chard - bunch,$2.50,,,24,$60.00,,actual
2022-06-24,6/22/2023,2022,HNC,Lettuce Head - head,$2.00,,,24,$48.00,,actual
2022-06-24,6/22/2023,2022,HNC,Lettuce Mini/Gem - head,$2.00,,,35,$70.00,,actual
2022-06-24,6/22/2023,2022,HNC,Radish Round Purple - bunch,$2.25,,,15,$33.75,,actual
2022-06-24,6/22/2023,2022,HNC,Radish Round - bunch,$2.25,,,20,$45.00,,actual
2022-06-24,6/22/2023,2022,HNC,Escarole - head,$2.50,,,20,$50.00,,actual
2022-06-24,6/22/2023,2022,Staff,Cucumber - lb,$3.00,,,10,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Cucumber Pickling - lb,$3.00,,,10,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Scallion - bunch,$3.00,,,10,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Zucchini - lb,$3.00,,,8,$24.00,Variety: Striped,actual
2022-06-24,6/22/2023,2022,Staff,Pea Snap - lb,$9.00,,,7,$63.00,,actual
2022-06-24,6/22/2023,2022,Staff,Zucchini - lb,$3.00,,,7,$21.00,Variety: Green,actual
2022-06-24,6/22/2023,2022,Staff,Cabbage - lb,$2.00,,,8,$16.00,Variety: Caraflex,actual
2022-06-24,6/22/2023,2022,Staff,Escarole - head,$5.00,,,6,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Radicchio Variegated - lb,$6.00,,,5,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Garlic Scape - bunch,$3.00,,,4,$12.00,,actual
2022-06-24,6/22/2023,2022,Staff,Lettuce Mini/Gem - head,$3.00,,,4,$12.00,Variety: Red,actual
2022-06-24,6/22/2023,2022,Staff,Spring Mix - 2/3 lb,$11.00,,,4,$44.00,,actual
2022-06-24,6/22/2023,2022,Staff,Arugula - 1/3 lb,$6.00,,,3,$18.00,,actual
2022-06-24,6/22/2023,2022,Staff,Kale Lacinato - bunch,$4.00,,,3,$12.00,,actual
2022-06-24,6/22/2023,2022,Staff,Komatsuna - bunch,$4.00,,,3,$12.00,,actual
2022-06-24,6/22/2023,2022,Staff,Lettuce Mini/Gem - head,$3.00,,,3,$9.00,Variety: Blush,actual
2022-06-24,6/22/2023,2022,Staff,Radish Round - bunch,$3.50,,,2,$7.00,,actual
2022-06-24,6/22/2023,2022,Staff,Collards - bunch,$4.00,,,1,$4.00,,actual
2022-06-24,6/22/2023,2022,Staff,Dandelion - bunch,$4.00,,,1,$4.00,,actual
2022-06-24,6/22/2023,2022,Staff,Mustard - bunch,$4.00,,,1,$4.00,,actual
2022-06-24,6/22/2023,2022,Staff,Radish Round Purple - bunch,$3.50,,,1,$3.50,,actual
2022-06-24,6/22/2023,2022,Staff,Spring Mix - 1/3 lb,$6.00,,,1,$6.00,,actual
2022-06-24,6/22/2023,2022,HNC,Kale Lacinato - bunch,$2.50,,,55,$137.50,,actual
2022-06-24,6/22/2023,2022,HNC,Kale Curly - bunch,$2.50,,,40,$100.00,,actual
2022-06-24,6/22/2023,2022,HNC,Chard - bunch,$2.50,,,24,$60.00,,actual
2022-06-24,6/22/2023,2022,HNC,Lettuce Head - head,$2.00,,,24,$48.00,,actual
2022-06-24,6/22/2023,2022,HNC,Lettuce Mini/Gem - head,$2.00,,,35,$70.00,,actual
2022-06-24,6/22/2023,2022,HNC,Radish Round Purple - bunch,$2.25,,,15,$33.75,,actual
2022-06-24,6/22/2023,2022,HNC,Radish Round - bunch,$2.25,,,20,$45.00,,actual
2022-06-24,6/22/2023,2022,HNC,Escarole - head,$2.50,,,20,$50.00,,actual
2022-06-24,6/22/2023,2022,Staff,Cucumber - lb,$3.00,,,10,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Cucumber Pickling - lb,$3.00,,,10,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Scallion - bunch,$3.00,,,10,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Zucchini - lb,$3.00,,,8,$24.00,Variety: Striped,actual
2022-06-24,6/22/2023,2022,Staff,Pea Snap - lb,$9.00,,,7,$63.00,,actual
2022-06-24,6/22/2023,2022,Staff,Zucchini - lb,$3.00,,,7,$21.00,Variety: Green,actual
2022-06-24,6/22/2023,2022,Staff,Cabbage - lb,$2.00,,,8,$16.00,Variety: Caraflex,actual
2022-06-24,6/22/2023,2022,Staff,Escarole - head,$5.00,,,6,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Radicchio Variegated - lb,$6.00,,,5,$30.00,,actual
2022-06-24,6/22/2023,2022,Staff,Garlic Scape - bunch,$3.00,,,4,$12.00,,actual
2022-06-24,6/22/2023,2022,Staff,Lettuce Mini/Gem - head,$3.00,,,4,$12.00,Variety: Red,actual
2022-06-24,6/22/2023,2022,Staff,Spring Mix - 2/3 lb,$11.00,,,4,$44.00,,actual
2022-06-24,6/22/2023,2022,Staff,Arugula - 1/3 lb,$6.00,,,3,$18.00,,actual
2022-06-24,6/22/2023,2022,Staff,Kale Lacinato - bunch,$4.00,,,3,$12.00,,actual
2022-06-24,6/22/2023,2022,Staff,Komatsuna - bunch,$4.00,,,3,$12.00,,actual
2022-06-24,6/22/2023,2022,Staff,Lettuce Mini/Gem - head,$3.00,,,3,$9.00,Variety: Blush,actual
2022-06-24,6/22/2023,2022,Staff,Radish Round - bunch,$3.50,,,2,$7.00,,actual
2022-06-24,6/22/2023,2022,Staff,Collards - bunch,$4.00,,,1,$4.00,,actual
2022-06-24,6/22/2023,2022,Staff,Dandelion - bunch,$4.00,,,1,$4.00,,actual
2022-06-24,6/22/2023,2022,Staff,Mustard - bunch,$4.00,,,1,$4.00,,actual
2022-06-24,6/22/2023,2022,Staff,Radish Round Purple - bunch,$3.50,,,1,$3.50,,actual
2022-06-24,6/22/2023,2022,Staff,Spring Mix - 1/3 lb,$6.00,,,1,$6.00,,actual
2022-06-24,6/22/2023,2022,HNC,Kale Lacinato - bunch,$2.50,,,55,$137.50,,actual
2022-06-24,6/22/2023,2022,HNC,Kale Curly - bunch,$2.50,,,40,$100.00,,actual
2022-06-24,6/22/2023,2022,HNC,Chard - bunch,$2.50,,,24,$60.00,,actual
2022-06-24,6/22/2023,2022,HNC,Lettuce Head - head,$2.00,,,24,$48.00,,actual
2022-06-24,6/22/2023,2022,HNC,Lettuce Mini/Gem - head,$2.00,,,35,$70.00,,actual
2022-06-24,6/22/2023,2022,HNC,Radish Round Purple - bunch,$2.25,,,15,$33.75,,actual
2022-06-24,6/22/2023,2022,HNC,Radish Round - bunch,$2.25,,,20,$45.00,,actual
2022-06-24,6/22/2023,2022,HNC,Escarole - head,$2.50,,,20,$50.00,,actual
