Sale Date,Harvest Date,Planning Year,Channel Name,Product Name,Actual Price,Brought Quantity,Returned Quantity,Actual Quantity,Actual Revenue,Notes,Entry Kind
2026-01-10,1/8/2026,2026,BFM,Cabbage Green Storage - lb,$2.00,18.1,2.5,15.6,$31.20,,actual
2026-01-10,1/8/2026,2026,BFM,Cabbage Red - lb,$3.00,20,0,20,$60.00,,actual
2026-01-10,1/8/2026,2026,BFM,Cabbage Savoy - lb,$3.00,19.3,0,19.3,$57.90,,actual
2026-01-10,1/8/2026,2026,BFM,Carrot Bulk - lb,$3.50,150,20,130,$455.00,,actual
2026-01-10,1/8/2026,2026,BFM,Chard - bu,$5.00,16,0,16,$80.00,,actual
2026-01-10,1/8/2026,2026,BFM,Kale Curly - bu,$5.00,40,0,40,$200.00,,actual
2026-01-10,1/8/2026,2026,BFM,Kale Lacinato - bu,$5.00,55,0,55,$275.00,,actual
2026-01-10,1/8/2026,2026,BFM,Kale Russian - bu,$5.00,20,0,20,$100.00,,actual
2026-01-10,1/8/2026,2026,BFM,Kohlrabi Storage - ea,$4.00,25,0,25,$100.00,,actual
2026-01-10,1/8/2026,2026,BFM,Potato Blue - lb,$3.50,18,0,18,$63.00,,actual
2026-01-10,1/8/2026,2026,BFM,Potato White - lb,$3.50,45,25.8,19.2,$67.20,,actual
2026-01-10,1/8/2026,2026,BFM,Potato Yellow - lb,$3.50,71,35,36,$126.00,,actual
2026-01-10,1/8/2026,2026,BFM,Radicchio Round - lb,$9.00,11.3,0,11.3,$101.70,,actual
2026-01-10,1/8/2026,2026,BFM,Radish Daikon Bulk - lb,$3.50,35,4.5,30.5,$106.75,,actual
2026-01-10,1/8/2026,2026,BFM,Salad Mix - 1/3 lb,$7.00,26,0,26,$182.00,,actual
2026-01-10,1/8/2026,2026,BFM,Salad Mix - 2/3 lb ,$14.00,25,0,25,$350.00,,actual
2026-01-10,1/8/2026,2026,BFM,Spinach - 1 lb,$14.00,8,0,8,$112.00,,actual
2026-01-10,1/8/2026,2026,BFM,Spinach - 1/2 lb,$7.00,15,0,15,$105.00,,actual
2026-01-10,1/8/2026,2026,BFM,Sweet Potato Covington - lb,$3.50,36,9.4,26.6,$93.10,,actual
2026-01-10,1/8/2026,2026,BFM,Sweet Potato Murasaki - lb,$3.50,29,11.1,17.9,$62.65,,actual
2026-01-10,1/8/2026,2026,BFM,Winter Squash Butternut - lb,$3.00,63.5,4.7,58.8,$176.40,,actual
2026-01-10,1/8/2026,2026,BFM,Winter Squash Futsu - lb,$3.00,13.5,9.3,4.2,$12.60,,actual
2026-01-10,1/8/2026,2026,BFM,Winter Squash Koginut - lb,$3.00,59.7,12.5,47.2,$141.60,,actual
2026-01-10,1/8/2026,2026,BFM,Potato Red - lb,$3.50,19,3.7,15.3,$53.55,,actual
2026-01-17,1/15/2026,2026,KFM,Arugula - 1/3 lb,$7.00,13,0,13,$91.00,,actual
2026-01-17,1/15/2026,2026,KFM,Bok Choy - ea,$5.00,0,0,0,$0.00,Variety: 1/2 lb bags,actual
2026-01-17,1/15/2026,2026,KFM,Braising Mix - 1 lb,$9.00,41,11,30,$270.00,,actual
2026-01-17,1/15/2026,2026,KFM,Cabbage Chinese - lb,$4.00,24.7,7.4,17.3,$69.20,,actual
2026-01-17,1/15/2026,2026,KFM,Cabbage Cone Storage - lb,$2.00,58,22.5,35.5,$71.00,,actual
2026-01-17,1/15/2026,2026,KFM,Cabbage Green Storage - lb,$2.00,21.8,8.1,13.7,$27.40,,actual
2026-01-17,1/15/2026,2026,KFM,Cabbage Red - lb,$3.00,32.6,15.6,17,$51.00,,actual
2026-01-17,1/15/2026,2026,KFM,Cabbage Savoy - lb,$3.00,23.5,4.7,18.8,$56.40,,actual
2026-01-17,1/15/2026,2026,KFM,Carrot Bulk - lb,$3.50,171,62,109,$381.50,,actual
2026-01-17,1/15/2026,2026,KFM,Chard - bu,$5.00,11,0,11,$55.00,,actual
2026-01-17,1/15/2026,2026,KFM,Kale Curly - bu,$5.00,9,3,6,$30.00,,actual
2026-01-17,1/15/2026,2026,KFM,Kale Lacinato - bu,$5.00,77,11,66,$330.00,,actual
2026-01-17,1/15/2026,2026,KFM,Kale Russian - bu,$5.00,10,0,10,$50.00,,actual
2026-01-17,1/15/2026,2026,KFM,Kohlrabi Storage - ea,$4.00,26,4,22,$88.00,,actual
2026-01-17,1/15/2026,2026,KFM,Potato Blue - lb,$3.50,57,16.3,40.7,$142.45,,actual
2026-01-17,1/15/2026,2026,KFM,Potato White - lb,$3.50,54,32,22,$77.00,,actual
2026-01-17,1/15/2026,2026,KFM,Potato Yellow - lb,$3.50,79,21,58,$203.00,,actual
2026-01-17,1/15/2026,2026,KFM,Radicchio Round - lb,$9.00,25,0,25,$225.00,,actual
2026-01-17,1/15/2026,2026,KFM,Radish Daikon Bulk - lb,$3.50,35,18.5,16.5,$57.75,,actual
2026-01-17,1/15/2026,2026,KFM,Salad Mix - 1/3 lb,$7.00,23,10,13,$91.00,,actual
2026-01-17,1/15/2026,2026,KFM,Salad Mix - 2/3 lb ,$14.00,35,0,35,$490.00,,actual
2026-01-17,1/15/2026,2026,KFM,Spinach - 1 lb,$14.00,10,0,10,$140.00,,actual
2026-01-17,1/15/2026,2026,KFM,Spinach - 1/2 lb,$7.00,14,0,14,$98.00,,actual
2026-01-17,1/15/2026,2026,KFM,Sweet Potato Covington - lb,$3.50,37,5.5,31.5,$110.25,,actual
2026-01-17,1/15/2026,2026,KFM,Sweet Potato Murasaki - lb,$3.50,47,19.1,27.9,$97.65,,actual
2026-01-17,1/15/2026,2026,KFM,Winter Squash Butternut - lb,$3.00,75.5,11.3,64.2,$192.60,,actual
2026-01-17,1/15/2026,2026,KFM,Winter Squash Koginut - lb,$3.00,72,21.7,50.3,$150.90,,actual
2026-01-31,1/29/2026,2026,KFM,Arugula - 1/3 lb,$7.00,8,0,8,$56.00,,actual
2026-01-31,1/29/2026,2026,KFM,Bok Choy - ea,$5.00,18,0,18,$90.00,Variety: 1/2 lb bags,actual
2026-01-31,1/29/2026,2026,KFM,Braising Mix - 1 lb,$9.00,35,0,35,$315.00,,actual
2026-01-31,1/29/2026,2026,KFM,Cabbage Chinese - lb,$4.00,13,0,13,$52.00,,actual
2026-01-31,1/29/2026,2026,KFM,Cabbage Cone Storage - lb,$2.00,48,0,48,$96.00,,actual
2026-01-31,1/29/2026,2026,KFM,Cabbage Green Storage - lb,$2.00,23,0,23,$46.00,,actual
2026-01-31,1/29/2026,2026,KFM,Cabbage Red - lb,$3.00,32,1.2,30.8,$92.40,,actual
2026-01-31,1/29/2026,2026,KFM,Cabbage Savoy - lb,$3.00,19,0,19,$57.00,,actual
2026-01-31,1/29/2026,2026,KFM,Carrot Bulk - lb,$3.50,159,25,134,$469.00,,actual
2026-01-31,1/29/2026,2026,KFM,Kale Lacinato - bu,$5.00,82,0,82,$410.00,,actual
2026-01-31,1/29/2026,2026,KFM,Kale Russian - bu,$5.00,13,0,13,$65.00,,actual
2026-01-31,1/29/2026,2026,KFM,Kohlrabi Storage - ea,$4.00,35,7,28,$112.00,,actual
2026-01-31,1/29/2026,2026,KFM,Potato Blue - lb,$3.50,60,10,50,$175.00,,actual
2026-01-31,1/29/2026,2026,KFM,Potato White - lb,$3.50,69,18,51,$178.50,,actual
2026-01-31,1/29/2026,2026,KFM,Potato Yellow - lb,$3.50,51,5,46,$161.00,,actual
2026-01-31,1/29/2026,2026,KFM,Radish Daikon Bulk - lb,$3.50,66,25,41,$143.50,,actual
2026-01-31,1/29/2026,2026,KFM,Salad Mix - 1/3 lb,$7.00,20,0,20,$140.00,,actual
2026-01-31,1/29/2026,2026,KFM,Salad Mix - 2/3 lb ,$14.00,38,0,38,$532.00,,actual
2026-01-31,1/29/2026,2026,KFM,Spinach - 1 lb,$14.00,25,0,25,$350.00,,actual
2026-01-31,1/29/2026,2026,KFM,Spinach - 1/2 lb,$7.00,20,0,20,$140.00,,actual
2026-01-31,1/29/2026,2026,KFM,Sweet Potato Covington - lb,$3.50,12,0,12,$42.00,,actual
2026-01-31,1/29/2026,2026,KFM,Sweet Potato Murasaki - lb,$3.50,25,0,25,$87.50,,actual
2026-01-31,1/29/2026,2026,KFM,Winter Squash Butternut - lb,$3.00,68,9,59,$177.00,,actual
2026-01-31,1/29/2026,2026,KFM,Winter Squash Koginut - lb,$3.00,56,0,56,$168.00,,actual
2026-02-14,2/12/2026,2026,KFM,Arugula - 1/3 lb,$7.00,9,0,9,$63.00,,actual
2026-02-14,2/12/2026,2026,KFM,Bok Choy - ea,$5.00,21,0,21,$105.00,Variety: 1/2 lb bags,actual
2026-02-14,2/12/2026,2026,KFM,Braising Mix - 1 lb,$9.00,31,0,31,$279.00,,actual
2026-02-14,2/12/2026,2026,KFM,Cabbage Cone Storage - lb,$2.00,32.5,0,32.5,$65.00,,actual
2026-02-14,2/12/2026,2026,KFM,Cabbage Green Storage - lb,$2.00,50.9,18.7,32.2,$64.40,,actual
2026-02-14,2/12/2026,2026,KFM,Cabbage Red - lb,$3.00,30,8,22,$66.00,,actual
2026-02-14,2/12/2026,2026,KFM,Cabbage Savoy - lb,$3.00,23.6,1.5,22.1,$66.30,,actual
2026-02-14,2/12/2026,2026,KFM,Carrot Bulk - lb,$3.50,165,40,125,$437.50,,actual
2026-02-14,2/12/2026,2026,KFM,Kale Lacinato - bu,$5.00,74,0,74,$370.00,,actual
2026-02-14,2/12/2026,2026,KFM,Kale Russian - bu,$5.00,15,0,15,$75.00,,actual
2026-02-14,2/12/2026,2026,KFM,Kohlrabi Storage - ea,$4.00,30,9,21,$84.00,,actual
2026-02-14,2/12/2026,2026,KFM,Potato Blue - lb,$3.50,55,6,49,$171.50,Variety: purple,actual
2026-02-14,2/12/2026,2026,KFM,Potato White - lb,$3.50,48,3,45,$157.50,,actual
2026-02-14,2/12/2026,2026,KFM,Potato Yellow - lb,$3.50,50,0,50,$175.00,,actual
2026-02-14,2/12/2026,2026,KFM,Radish Daikon Bulk - lb,$3.50,35,8,27,$94.50,,actual
2026-02-14,2/12/2026,2026,KFM,Salad Mix - 1/3 lb,$7.00,16,0,16,$112.00,,actual
2026-02-14,2/12/2026,2026,KFM,Salad Mix - 2/3 lb ,$14.00,22,0,22,$308.00,,actual
2026-02-14,2/12/2026,2026,KFM,Spinach - 1 lb,$14.00,30,0,30,$420.00,,actual
2026-02-14,2/12/2026,2026,KFM,Spinach - 1/2 lb,$7.00,23,0,23,$161.00,,actual
2026-02-14,2/12/2026,2026,KFM,Winter Squash Koginut - lb,$3.00,58.5,24.4,34.1,$102.30,,actual
2026-02-14,2/12/2026,2026,KFM,Winter Squash Kabocha - lb,$3.00,57,8.5,48.5,$145.50,,actual
2026-02-21,2/19/2026,2026,BFM,Arugula - 1/3 lb,$7.00,0,0,0,$0.00,,actual
2026-02-21,2/19/2026,2026,BFM,Mustard - bu,$5.00,0,0,0,$0.00,,actual
2026-02-21,2/19/2026,2026,BFM,Cabbage Green Storage - lb,$2.00,50.2,8.8,41.4,$82.80,,actual
2026-02-21,2/19/2026,2026,BFM,Cabbage Red - lb,$3.00,30.8,3.4,27.4,$82.20,,actual
2026-02-21,2/19/2026,2026,BFM,Cabbage Savoy - lb,$3.00,35.4,0,35.4,$106.20,,actual
2026-02-21,2/19/2026,2026,BFM,Carrot Bulk - lb,$3.50,160,60,100,$350.00,,actual
2026-02-21,2/19/2026,2026,BFM,Kale Lacinato - bu,$5.00,52,0,52,$260.00,,actual
2026-02-21,2/19/2026,2026,BFM,Kale Russian - bu,$5.00,14,0,14,$70.00,,actual
2026-02-21,2/19/2026,2026,BFM,Kohlrabi Storage - ea,$4.00,21,0,21,$84.00,,actual
2026-02-21,2/19/2026,2026,BFM,Potato Blue - lb,$3.50,51,20,31,$108.50,,actual
2026-02-21,2/19/2026,2026,BFM,Potato White - lb,$3.50,42,10,32,$112.00,,actual
2026-02-21,2/19/2026,2026,BFM,Potato Yellow - lb,$3.50,44,10,34,$119.00,,actual
2026-02-21,2/19/2026,2026,BFM,Radish Daikon Bulk - lb,$3.50,44,20,24,$84.00,,actual
2026-02-21,2/19/2026,2026,BFM,Salad Mix - 1/3 lb,$7.00,8,0,8,$56.00,,actual
2026-02-21,2/19/2026,2026,BFM,Salad Mix - 2/3 lb ,$14.00,10,0,10,$140.00,,actual
2026-02-21,2/19/2026,2026,BFM,Spinach - 1 lb,$14.00,15,0,15,$210.00,,actual
2026-02-21,2/19/2026,2026,BFM,Spinach - 1/2 lb,$7.00,19,0,19,$133.00,,actual
2026-02-21,2/19/2026,2026,BFM,Winter Squash Koginut - lb,$3.00,35.5,3.5,32,$96.00,,actual
2026-02-21,2/19/2026,2026,BFM,Winter Squash Kabocha - lb,$2.50,75.4,14.3,61.1,$152.51,,actual
2026-02-28,2/26/2026,2026,KFM,Arugula - 1/3 lb,$7.00,17,0,17,$119.00,,actual
2026-02-28,2/26/2026,2026,KFM,Bok Choy - ea,$5.00,24,0,24,$120.00,Variety: 1/2 lb bags,actual
2026-02-28,2/26/2026,2026,KFM,Cabbage Green Storage - lb,$2.00,62.4,17.8,44.6,$89.20,,actual
2026-02-28,2/26/2026,2026,KFM,Cabbage Red - lb,$3.00,20.4,0,20.4,$61.20,,actual
2026-02-28,2/26/2026,2026,KFM,Cabbage Savoy - lb,$3.00,45.3,1.5,43.8,$131.40,,actual
2026-02-28,2/26/2026,2026,KFM,Carrot Bulk - lb,$3.50,160,42,118,$413.00,,actual
2026-02-28,2/26/2026,2026,KFM,Chard - bu,$5.00,10,0,10,$50.00,,actual
2026-02-28,2/26/2026,2026,KFM,Kale Lacinato - bu,$5.00,60,0,60,$300.00,,actual
2026-02-28,2/26/2026,2026,KFM,Kale Russian - bu,$5.00,16,0,16,$80.00,,actual
2026-02-28,2/26/2026,2026,KFM,Mustard - bu,$5.00,11,0,11,$55.00,,actual
2026-02-28,2/26/2026,2026,KFM,Potato Blue - lb,$3.50,54,2,52,$182.00,,actual
2026-02-28,2/26/2026,2026,KFM,Potato Red - lb,$3.50,17,0,17,$59.50,,actual
2026-02-28,2/26/2026,2026,KFM,Potato White - lb,$3.50,61,1.5,59.5,$208.25,,actual
2026-02-28,2/26/2026,2026,KFM,Potato Yellow - lb,$3.50,49,1.5,47.5,$166.25,,actual
2026-02-28,2/26/2026,2026,KFM,Radish Daikon Bulk - lb,$3.50,39,8,31,$108.50,,actual
2026-02-28,2/26/2026,2026,KFM,Salad Mix - 1/3 lb,$7.00,8,0,8,$56.00,,actual
2026-02-28,2/26/2026,2026,KFM,Salad Mix - 2/3 lb ,$14.00,10,0,10,$140.00,,actual
2026-02-28,2/26/2026,2026,KFM,Scallion - bu,$4.00,50,0,50,$200.00,,actual
2026-02-28,2/26/2026,2026,KFM,Spinach - 1 lb,$14.00,20,0,20,$280.00,,actual
2026-02-28,2/26/2026,2026,KFM,Spinach - 1/2 lb,$7.00,10,0,10,$70.00,,actual
2026-02-28,2/26/2026,2026,KFM,Winter Squash Kabocha - lb,$2.50,70.5,17.6,52.9,$132.04,,actual
2026-03-07,3/5/2026,2026,BFM,Arugula - 1/3 lb,$7.00,22,0,22,$154.00,,actual
2026-03-07,3/5/2026,2026,BFM,Bok Choy - ea,$5.00,26,0,26,$130.00,Variety: 1/2 lb bags,actual
2026-03-07,3/5/2026,2026,BFM,Cabbage Green Storage - lb,$2.00,50.5,10,40.5,$81.00,,actual
2026-03-07,3/5/2026,2026,BFM,Cabbage Savoy - lb,$3.00,50,12,38,$114.00,,actual
2026-03-07,3/5/2026,2026,BFM,Carrot Bulk - lb,$3.50,152,28.3,123.7,$432.95,,actual
2026-03-07,3/5/2026,2026,BFM,Chard - bu,$5.00,13,0,13,$65.00,,actual
2026-03-07,3/5/2026,2026,BFM,Kale Lacinato - bu,$5.00,59,0,59,$295.00,,actual
2026-03-07,3/5/2026,2026,BFM,Kale Russian - bu,$5.00,13,0,13,$65.00,,actual
2026-03-07,3/5/2026,2026,BFM,Mustard - bu,$5.00,10,0,10,$50.00,,actual
2026-03-07,3/5/2026,2026,BFM,Potato Blue - lb,$3.50,72,18.3,53.7,$187.95,,actual
2026-03-07,3/5/2026,2026,BFM,Potato Red - lb,$3.50,23,0.8,22.2,$77.70,,actual
2026-03-07,3/5/2026,2026,BFM,Potato White - lb,$3.50,34,18.6,15.4,$53.90,,actual
2026-03-07,3/5/2026,2026,BFM,Potato Yellow - lb,$3.50,43,1.8,41.2,$144.20,,actual
2026-03-07,3/5/2026,2026,BFM,Radish Daikon Bulk - lb,$3.50,44,20,24,$84.00,,actual
2026-03-07,3/5/2026,2026,BFM,Salad Mix - 1/3 lb,$7.00,16,0,16,$112.00,,actual
2026-03-07,3/5/2026,2026,BFM,Salad Mix - 2/3 lb ,$14.00,11,0,11,$154.00,,actual
2026-03-07,3/5/2026,2026,BFM,Scallion - bu,$4.00,50,0,50,$200.00,,actual
2026-03-07,3/5/2026,2026,BFM,Spinach - 1 lb,$14.00,10,0,10,$140.00,,actual
2026-03-07,3/5/2026,2026,BFM,Spinach - 1/2 lb,$7.00,24,0,24,$168.00,,actual
2026-03-07,3/5/2026,2026,BFM,Winter Squash Kabocha - lb,$2.50,74,28.4,45.6,$113.82,,actual
2026-03-07,3/5/2026,2026,BFM,Arugula - 2/3 lb ,$14.00,5,0,5,$70.00,,actual
2026-02-21,2/19/26,2026,Staff,Cabbage Green Storage - lb,$2.50,,,1,$2.50,,actual
2026-02-21,2/19/26,2026,Staff,Cabbage Red - lb,$2.50,,,5,$12.50,,actual
2026-02-21,2/19/26,2026,Staff,Kale Lacinato - bu,$5.00,,,3,$15.00,,actual
2026-02-21,2/19/26,2026,Staff,Kale Russian - bu,$5.00,,,3,$15.00,,actual
2026-02-21,2/19/26,2026,Staff,Kohlrabi Storage - ea,$4.00,,,2,$8.00,,actual
2026-02-21,2/19/26,2026,Staff,Salad Mix - 1/3 lb,$7.00,,,1,$7.00,,actual
2026-02-21,2/19/26,2026,Staff,Spinach - 1/2 lb,$7.00,,,6,$42.00,,actual
2026-02-21,2/19/26,2026,Staff,Winter Squash Koginut - lb,$3.00,,,1,$3.00,,actual
2026-02-21,2/19/26,2026,Staff,Winter Squash Kabocha - lb,$3.00,,,3,$9.00,,actual
2026-02-28,2/26/26,2026,Staff,Cabbage Green Storage - lb,$2.50,,,,$0.00,,actual
2026-02-28,2/26/26,2026,Staff,Cabbage Savoy - lb,$2.50,,,3,$7.50,,actual
2026-02-28,2/26/26,2026,Staff,Kale Lacinato - bu,$5.00,,,3,$15.00,,actual
2026-02-28,2/26/26,2026,Staff,Kale Russian - bu,$5.00,,,2,$10.00,,actual
2026-02-28,2/26/26,2026,Staff,Salad Mix - 1/3 lb,$7.00,,,2,$14.00,,actual
2026-02-28,2/26/26,2026,Staff,Spinach - 1/2 lb,$7.00,,,4,$28.00,,actual
2026-02-28,2/26/26,2026,Staff,Winter Squash Kabocha - lb,$3.00,,,1,$3.00,,actual
2026-03-07,3/5/26,2026,Staff,Kale Lacinato - bu,$5.00,,,3,$15.00,,actual
2026-03-07,3/5/26,2026,Staff,Kale Russian - bu,$5.00,,,2,$10.00,,actual
2026-03-07,3/5/26,2026,Staff,Salad Mix - 1/3 lb,$7.00,,,1,$7.00,,actual
2026-03-07,3/5/26,2026,Staff,Spinach - 1/2 lb,$7.00,,,5,$35.00,,actual
2026-03-07,3/5/26,2026,Staff,Winter Squash Kabocha - lb,$3.00,,,3,$9.00,,actual
2026-01-10,1/8/2026,2026,Staff,Cabbage Chinese - lb,$4.00,,,2,$8.00,,actual
2026-01-10,1/8/2026,2026,Staff,Cabbage Cone Storage - lb,$2.50,,,1,$2.50,,actual
2026-01-10,1/8/2026,2026,Staff,Cabbage Green Storage - lb,$2.50,,,2,$5.00,,actual
2026-01-10,1/8/2026,2026,Staff,Cabbage Red - lb,$2.50,,,1,$2.50,,actual
2026-01-10,1/8/2026,2026,Staff,Cabbage Savoy - lb,$2.50,,,1,$2.50,,actual
2026-01-10,1/8/2026,2026,Staff,Kale Curly - bu,$5.00,,,1,$5.00,,actual
2026-01-10,1/8/2026,2026,Staff,Kale Lacinato - bu,$5.00,,,5,$25.00,,actual
2026-01-10,1/8/2026,2026,Staff,Kale Russian - bu,$5.00,,,1,$5.00,,actual
2026-01-10,1/8/2026,2026,Staff,Salad Mix - 1/3 lb,$7.00,,,3,$21.00,,actual
2026-01-10,1/8/2026,2026,Staff,Spinach - 1/2 lb,$7.00,,,4,$28.00,,actual
2026-01-10,1/8/2026,2026,Staff,Radish Daikon Bulk - lb,$3.50,,,1,$3.50,,actual
2026-01-17,1/15/2026,2026,HNC,Carrot Bulk - lb,$1.75,,,50,$87.50,,actual
2026-01-17,1/15/2026,2026,Staff,Cabbage Chinese - lb,$4.00,,,1,$4.00,,actual
2026-01-17,1/15/2026,2026,Staff,Cabbage Savoy - lb,$2.50,,,2,$5.00,,actual
2026-01-17,1/15/2026,2026,Staff,Kale Lacinato - bu,$5.00,,,3,$15.00,,actual
2026-01-17,1/15/2026,2026,Staff,Kale Russian - bu,$5.00,,,3,$15.00,,actual
2026-01-17,1/15/2026,2026,Staff,Salad Mix - 1/3 lb,$7.00,,,3,$21.00,,actual
2026-01-17,1/15/2026,2026,Staff,Spinach - 1/2 lb,$7.00,,,3,$21.00,,actual
2026-01-17,1/15/2026,2026,Staff,Winter Squash Butternut - lb,$3.00,,,1,$3.00,,actual
2026-01-17,1/15/2026,2026,Staff,Winter Squash Koginut - lb,$3.00,,,2,$6.00,,actual
2026-01-31,1/29/26,2026,Staff,Cabbage Chinese - lb,$4.00,,,1,$4.00,,actual
2026-01-31,1/29/26,2026,Staff,Cabbage Cone Storage - lb,$2.50,,,2,$5.00,,actual
2026-01-31,1/29/26,2026,Staff,Cabbage Red - lb,$2.50,,,1,$2.50,,actual
2026-01-31,1/29/26,2026,Staff,Cabbage Savoy - lb,$2.50,,,2,$5.00,,actual
2026-01-31,1/29/26,2026,Staff,Chard - bu,$5.00,,,1,$5.00,,actual
2026-01-31,1/29/26,2026,Staff,Kale Lacinato - bu,$5.00,,,3,$15.00,,actual
2026-01-31,1/29/26,2026,Staff,Kale Russian - bu,$5.00,,,3,$15.00,,actual
2026-01-31,1/29/26,2026,Staff,Kohlrabi Storage - ea,$4.00,,,5,$20.00,,actual
2026-01-31,1/29/26,2026,Staff,Salad Mix - 1/3 lb,$7.00,,,3,$21.00,,actual
2026-01-31,1/29/26,2026,Staff,Spinach - 1/2 lb,$7.00,,,4,$28.00,,actual
2026-01-31,1/29/26,2026,Staff,Winter Squash Butternut - lb,$3.00,,,5,$15.00,,actual
2026-01-31,1/29/26,2026,Staff,Winter Squash Koginut - lb,$3.00,,,2,$6.00,,actual
2026-02-14,2/12/26,2026,HNC,Carrot Bulk - lb,$2.50,,,100,$250.25,,actual
2026-02-14,2/12/26,2026,Misc.,Winter Squash Koginut - lb,$3.00,,,10,$30.00,,actual
2026-02-14,2/12/26,2026,Staff,Cabbage Cone Storage - lb,$2.50,,,1,$2.50,,actual
2026-02-14,2/12/26,2026,Staff,Cabbage Green Storage - lb,$2.50,,,1,$2.50,,actual
2026-02-14,2/12/26,2026,Staff,Cabbage Red - lb,$2.50,,,1,$2.50,,actual
2026-02-14,2/12/26,2026,Staff,Kale Lacinato - bu,$5.00,,,3,$15.00,,actual
