Pack Date,Planning Year,Mix Product Name,Component Crop Name,Component Percent,Component Quantity,Component Unit,Variety Request,Safety Factor,Harvest Date,Notes,Component Source Type
2024-06-01,2024,Spring Mix,Lettuce Mix SN,54,40.6,,,1.1,2024-05-30,,crop
2024-06-01,2024,Spring Mix,Greens Mix Cheap Frills,16,12,,,1.1,2024-05-30,,crop
2024-06-01,2024,Spring Mix,Greens Mix Misc,30,22.5,,russian,1.1,2024-05-30,,crop
2024-06-08,2024,Spring Mix,Lettuce Mix SN,60,53.6,,,1.1,2024-06-06,,crop
2024-06-08,2024,Spring Mix,Lettuce Mini Gem,5,4.5,,,1.1,2024-06-06,,crop
2024-06-08,2024,Spring Mix,Greens Mix Cheap Frills,15,13.4,,,1.1,2024-06-06,,crop
2024-06-08,2024,Spring Mix,Greens Mix Misc,10,8.9,,russian ,1.1,2024-06-06,,crop
2024-06-08,2024,Spring Mix,Greens Mix Misc,10,8.9,,frisee,1.1,2024-06-06,,crop
2024-06-05,2024,Spring Mix,Lettuce Mix SN,55,8,,,1.1,2024-06-04,,crop
2024-06-05,2024,Spring Mix,Lettuce Mini Gem,15,2.2,,,1.1,2024-06-04,,crop
2024-06-05,2024,Spring Mix,Greens Mix Cheap Frills,20,2.9,,,1.1,2024-06-04,,crop
2024-06-05,2024,Spring Mix,Greens Mix Misc,10,1.5,,russian ,1.1,2024-06-04,,crop
2024-06-15,2024,Spring Mix,Lettuce Mini Gem,10,10.2,,loose,1.1,2024-06-13,,crop
2024-06-15,2024,Spring Mix,Lettuce Mix SN,42,42.7,,,1.1,2024-06-13,,crop
2024-06-15,2024,Spring Mix,Greens Mix Cheap Frills,22,22.4,,,1.1,2024-06-13,,crop
2024-06-15,2024,Spring Mix,Greens Mix Misc,6,6.1,,tokyo,1.1,2024-06-13,,crop
2024-06-15,2024,Spring Mix,Greens Mix Misc,5,5.1,,choy,1.1,2024-06-13,,crop
2024-06-15,2024,Spring Mix,Frisee mix,10,10.2,,loose,1.1,2024-06-13,,crop
2024-06-12,2024,Spring Mix,Lettuce Mini Gem,15,2,,loose,1.1,2024-06-11,,crop
2024-06-12,2024,Spring Mix,Lettuce Mix SN,40,5.3,,,1.1,2024-06-11,,crop
2024-06-12,2024,Spring Mix,Greens Mix Cheap Frills,30,3.9,,,1.1,2024-06-11,,crop
2024-06-12,2024,Spring Mix,Frisee mix,15,2,,,1.1,2024-06-11,,crop
2024-06-15,2024,Spring Mix,Radicchio Variegated Mix,5,5.1,,,1.1,2024-06-13,,crop
2024-06-19,2024,Spring Mix,Lettuce Mix SN,55,8.9,,,1.1,2024-06-18,,crop
2024-06-19,2024,Spring Mix,Lettuce Mini Gem,15,2.4,,loose,1.1,2024-06-18,,crop
2024-06-19,2024,Spring Mix,Frisee mix,10,1.6,,,1.1,2024-06-18,,crop
2024-06-19,2024,Spring Mix,Greens Mix Cheap Frills,12,1.9,,,1.1,2024-06-18,,crop
2024-06-19,2024,Spring Mix,Radicchio Variegated Mix,8,1.3,,,1.1,2024-06-18,,crop
2024-06-22,2024,Spring Mix,Lettuce Mix SN,50,51,,,1.1,2024-06-20,,crop
2024-06-22,2024,Spring Mix,Lettuce Mini Gem,8,8.2,,loose,1.1,2024-06-20,,crop
2024-06-22,2024,Spring Mix,Frisee mix,8,8.2,,,1.1,2024-06-20,,crop
2024-06-22,2024,Spring Mix,Greens Mix Cheap Frills,25,25.5,,,1.1,2024-06-20,,crop
2024-06-22,2024,Spring Mix,Radicchio Variegated Mix,6,6.1,,,1.1,2024-06-20,,crop
2024-06-22,2024,Spring Mix,Greens Mix Misc,3,3.1,,tokyo,1.1,2024-06-20,,crop
2024-06-26,2024,Spring Mix,Lettuce Mini Gem,5,0.6,,loose,1.1,2024-06-25,,crop
2024-06-26,2024,Spring Mix,Lettuce Mix SN,55,6.1,,,1.1,2024-06-25,,crop
2024-06-26,2024,Spring Mix,Greens Mix Cheap Frills,25,2.8,,,1.1,2024-06-25,,crop
2024-06-26,2024,Spring Mix,Frisee mix,7,0.8,,,1.1,2024-06-25,,crop
2024-06-26,2024,Spring Mix,Radicchio Variegated Mix,8,0.9,,,1.1,2024-06-25,,crop
2024-06-29,2024,Spring Mix,Greens Mix Misc,4,3,,tokyo,1.1,2024-06-27,,crop
2024-06-29,2024,Spring Mix,Lettuce Mini Gem,5,3.8,,loose,1.1,2024-06-27,,crop
2024-06-29,2024,Spring Mix,Lettuce Mix SN,50,37.8,,,1.1,2024-06-27,,crop
2024-06-29,2024,Spring Mix,Greens Mix Cheap Frills,25,18.9,,,1.1,2024-06-27,,crop
2024-06-29,2024,Spring Mix,Frisee mix,8,6,,,1.1,2024-06-27,,crop
2024-06-29,2024,Spring Mix,Radicchio Variegated Mix,8,6,,,1.1,2024-06-27,,crop
2024-07-06,2024,Spring Mix,Lettuce Mini Gem,12,9.7,,loose,1.1,2024-07-04,,crop
2024-07-06,2024,Spring Mix,Lettuce Mix SN,62,50.2,,,1.1,2024-07-04,,crop
2024-07-06,2024,Spring Mix,Frisee mix,9,7.3,,,1.1,2024-07-04,,crop
2024-07-06,2024,Spring Mix,Radicchio Variegated Mix,9,7.3,,,1.1,2024-07-04,,crop
2024-07-06,2024,Spring Mix,Greens Mix Cheap Frills,8,6.5,,,1.1,2024-07-04,,crop
2024-07-10,2024,Spring Mix,Lettuce Mini Gem,10,1.2,,,1.1,2024-07-09,,crop
2024-07-10,2024,Spring Mix,Lettuce Mix SN,65,7.6,,,1.1,2024-07-09,,crop
2024-07-10,2024,Spring Mix,Frisee mix,13,1.5,,,1.1,2024-07-09,,crop
2024-07-10,2024,Spring Mix,Radicchio Variegated Mix,12,1.4,,,1.1,2024-07-09,,crop
2024-07-13,2024,Spring Mix,Lettuce Mini Gem,12,9.8,,,1.1,2024-07-11,,crop
2024-07-13,2024,Spring Mix,Lettuce Mix SN,65,53,,,1.1,2024-07-11,,crop
2024-07-13,2024,Spring Mix,Frisee mix,10,8.1,,,1.1,2024-07-11,,crop
2024-07-13,2024,Spring Mix,Radicchio Variegated Mix,10,8.1,,,1.1,2024-07-11,,crop
2024-07-13,2024,Spring Mix,Lettuce Mix SN,3,2.4,,purslane,1.1,2024-07-11,,crop
2024-07-17,2024,Spring Mix,Lettuce Mix SN,70,11.1,,,1.1,2024-07-16,,crop
2024-07-17,2024,Spring Mix,Frisee mix,10,1.6,,,1.1,2024-07-16,,crop
2024-07-17,2024,Spring Mix,Radicchio Variegated Mix,20,3.2,,,1.1,2024-07-16,,crop
2024-07-20,2024,Spring Mix,Frisee mix,12,5.1,,cheap frills,1.1,2024-07-18,,crop
2024-07-20,2024,Spring Mix,Frisee mix,8,3.4,,,1.1,2024-07-18,,crop
2024-07-20,2024,Spring Mix,Lettuce Mix SN,65,27.9,,,1.1,2024-07-18,,crop
2024-07-20,2024,Spring Mix,Radicchio Variegated Mix,15,6.4,,,1.1,2024-07-18,,crop
2024-08-24,2024,Summer Mix,Greens Mix Cheap Frills,100,29.6,,,1.1,2024-08-22,,crop
2024-08-31,2024,Summer Mix,Greens Mix Cheap Frills,50,15.4,,,1.1,2024-08-29,,crop
2024-08-31,2024,Summer Mix,Lettuce Mix SN,50,15.4,,,1.1,2024-08-29,,crop
2024-09-04,2024,Summer Mix,Greens Mix Cheap Frills,33,2.1,,,1.1,2024-09-03,,crop
2024-09-04,2024,Summer Mix,Lettuce Mix SN,52,3.2,,,1.1,2024-09-03,,crop
2024-09-07,2024,Summer Mix,Greens Mix Cheap Frills,33,18.8,,,1.1,2024-09-05,,crop
2024-09-07,2024,Summer Mix,Lettuce Mix SN,52,29.5,,,1.1,2024-09-05,,crop
2024-09-07,2024,Summer Mix,Frisee mix,15,8.5,,,1.1,2024-09-05,,crop
2024-09-04,2024,Summer Mix,Frisee mix,15,0.9,,,1.1,2024-09-03,,crop
2024-09-11,2024,Summer Mix,Lettuce Mini Gem,5,0.7,,,1.1,2024-09-10,,crop
2024-09-11,2024,Summer Mix,Greens Mix Cheap Frills,38,5.3,,,1.1,2024-09-10,,crop
2024-09-11,2024,Summer Mix,Lettuce Mix SN,42,5.9,,,1.1,2024-09-10,,crop
2024-09-11,2024,Summer Mix,Frisee mix,15,2.1,,,1.1,2024-09-10,,crop
2024-09-14,2024,Summer Mix,Lettuce Mini Gem,5,3.1,,,1.1,2024-09-12,,crop
2024-09-14,2024,Summer Mix,Greens Mix Cheap Frills,35,21.4,,,1.1,2024-09-12,,crop
2024-09-14,2024,Summer Mix,Lettuce Mix SN,40,24.5,,,1.1,2024-09-12,,crop
2024-09-14,2024,Summer Mix,Frisee mix,20,12.2,,,1.1,2024-09-12,,crop
2024-09-18,2024,Summer Mix,Greens Mix Cheap Frills,30,2.5,,,1.1,2024-09-17,,crop
2024-09-18,2024,Summer Mix,Frisee mix,20,1.7,,,1.1,2024-09-17,,crop
2024-09-18,2024,Summer Mix,Lettuce Mix SN,50,4.2,,,1.1,2024-09-17,,crop
2024-09-21,2024,Summer Mix,Greens Mix Cheap Frills,30,19.1,,,1.1,2024-09-19,,crop
2024-09-21,2024,Summer Mix,Frisee mix,20,12.8,,,1.1,2024-09-19,,crop
2024-09-21,2024,Summer Mix,Lettuce Mini Gem,5,3.2,,,1.1,2024-09-19,,crop
2024-09-21,2024,Summer Mix,Lettuce Mix SN,40,25.5,,,1.1,2024-09-19,,crop
2024-09-21,2024,Summer Mix,Greens Mix Misc,5,3.2,,kale ,1.1,2024-09-19,,crop
2024-09-25,2024,Fall Mix,Lettuce Mix SN,50,4.4,,,1.1,2024-09-24,,crop
2024-09-25,2024,Fall Mix,Greens Mix Cheap Frills,25,2.2,,,1.1,2024-09-24,,crop
2024-09-25,2024,Fall Mix,Frisee mix,15,1.3,,,1.1,2024-09-24,,crop
2024-09-25,2024,Fall Mix,Greens Mix Misc,10,0.9,,kale ,1.1,2024-09-24,,crop
2024-09-28,2024,Fall Mix,Lettuce Mix SN,40,29.1,,,1.1,2024-09-26,,crop
2024-09-28,2024,Fall Mix,Greens Mix Cheap Frills,25,18.2,,,1.1,2024-09-26,,crop
2024-09-28,2024,Fall Mix,Frisee mix,17,12.4,,,1.1,2024-09-26,,crop
2024-09-28,2024,Fall Mix,Greens Mix Misc,8,5.8,,kale ,1.1,2024-09-26,,crop
2024-09-28,2024,Fall Mix,Radicchio Variegated,10,7.3,,,1.1,2024-09-26,,crop
2024-10-02,2024,Fall Mix,Lettuce Mix SN,40,5.3,,,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Greens Mix Cheap Frills,25,3.3,,,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Frisee mix,15,2,,,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Greens Mix Misc,5,0.7,,kale,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Radicchio Mix,15,2,,,1.1,2024-10-01,,crop
2024-10-05,2024,Fall Mix,Lettuce Mix SN,40,30,,,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Greens Mix Cheap Frills,25,18.7,,,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Frisee mix,15,11.2,,,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Greens Mix Misc,5,3.7,,kale ,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Radicchio Mix,15,11.2,,,1.1,2024-10-03,,crop
2024-10-02,2024,Fall Mix,Lettuce Mix SN,40,5.3,,,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Greens Mix Cheap Frills,25,3.3,,,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Frisee mix,17,2.2,,,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Greens Mix Misc,8,1.1,,kale ,1.1,2024-10-01,,crop
2024-10-02,2024,Fall Mix,Radicchio Variegated,10,1.3,,,1.1,2024-10-01,,crop
2024-10-05,2024,Fall Mix,Lettuce Mix SN,40,30,,,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Greens Mix Cheap Frills,20,15,,,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Frisee mix,15,11.2,,,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Greens Mix Misc,10,7.5,,kale ,1.1,2024-10-03,,crop
2024-10-05,2024,Fall Mix,Radicchio Variegated,15,11.2,,,1.1,2024-10-03,,crop
2024-10-09,2024,Fall Mix,Radicchio Mix,10,0.8,,,1.1,2024-10-08,,crop
2024-10-09,2024,Fall Mix,Frisee mix,10,0.8,,,1.1,2024-10-08,,crop
2024-10-09,2024,Fall Mix,Lettuce Mix SN,50,4.2,,,1.1,2024-10-08,,crop
2024-10-09,2024,Fall Mix,Greens Mix Cheap Frills,20,1.7,,,1.1,2024-10-08,,crop
2024-10-09,2024,Fall Mix,Greens Mix Misc,10,0.8,,kale ,1.1,2024-10-08,,crop
2024-10-12,2024,Fall Mix,Radicchio Mix,15,13.1,,,1.1,2024-10-10,,crop
2024-10-12,2024,Fall Mix,Frisee mix,15,13.1,,,1.1,2024-10-10,,crop
2024-10-12,2024,Fall Mix,Lettuce Mix SN,48,42,,,1.1,2024-10-10,,crop
2024-10-12,2024,Fall Mix,Greens Mix Cheap Frills,15,13.1,,,1.1,2024-10-10,,crop
2024-10-12,2024,Fall Mix,Greens Mix Misc,7,6.1,,kale ,1.1,2024-10-10,,crop
2024-10-16,2024,Fall Mix,Lettuce Mix SN,50,5.3,,,1.1,2024-10-15,,crop
2024-10-16,2024,Fall Mix,Frisee mix,12,1.3,,,1.1,2024-10-15,,crop
2024-10-16,2024,Fall Mix,Radicchio Mix,13,1.4,,,1.1,2024-10-15,,crop
2024-10-16,2024,Fall Mix,Greens Mix Cheap Frills,10,1.1,,,1.1,2024-10-15,,crop
2024-10-16,2024,Fall Mix,Greens Mix Misc,15,1.6,,kale ,1.1,2024-10-15,,crop
2024-10-19,2024,Fall Mix,Lettuce Mix SN,50,37.5,,,1.1,2024-10-17,,crop
2024-10-19,2024,Fall Mix,Frisee mix,15,11.2,,,1.1,2024-10-17,,crop
2024-10-19,2024,Fall Mix,Radicchio Mix,15,11.2,,,1.1,2024-10-17,,crop
2024-10-19,2024,Fall Mix,Greens Mix Cheap Frills,10,7.5,,,1.1,2024-10-17,,crop
2024-10-19,2024,Fall Mix,Greens Mix Misc,10,7.5,,kale ,1.1,2024-10-17,,crop
2024-10-19,2024,Braising Mix,Greens Mix Cheap Frills,16.66,11,,,1.05,2024-10-17,,crop
2024-10-19,2024,Braising Mix,Chard,16.66,11,,,1.05,2024-10-17,,crop
2024-10-19,2024,Braising Mix,Dandelion,16.66,11,,,1.05,2024-10-17,,crop
2024-10-19,2024,Braising Mix,Braising Mix,16.66,11,,Brussels,1.05,2024-10-17,,crop
2024-10-19,2024,Braising Mix,Cabbage Chinese,16.66,11,,merlot,1.05,2024-10-17,,crop
2024-10-19,2024,Braising Mix,Greens Mix Misc,16.66,11,,kale ,1.05,2024-10-17,,crop
2024-10-23,2024,Fall Mix,Lettuce Mix SN,25,1.5,,,1.1,2024-10-22,,crop
2024-10-23,2024,Fall Mix,Greens Mix Misc,25,1.5,,kale,1.1,2024-10-22,,crop
2024-10-23,2024,Fall Mix,Radicchio Mix,25,1.5,,,1.1,2024-10-22,,crop
2024-10-23,2024,Fall Mix,Frisee mix,25,1.5,,,1.1,2024-10-22,,crop
2024-10-26,2024,Fall Mix,Lettuce Mix SN,30,17.7,,,1.1,2024-10-24,,crop
2024-10-26,2024,Fall Mix,Greens Mix Misc,10,5.9,,kale,1.1,2024-10-24,,crop
2024-10-26,2024,Fall Mix,Radicchio Mix,30,17.7,,,1.1,2024-10-24,,crop
2024-10-26,2024,Fall Mix,Frisee mix,30,17.7,,,1.1,2024-10-24,,crop
2024-10-23,2024,Braising Mix,Dandelion,15,1.9,,,1.05,2024-10-22,,crop
2024-10-23,2024,Braising Mix,Chard,15,1.9,,,1.05,2024-10-22,,crop
2024-10-23,2024,Braising Mix,Braising Mix,10,1.3,,brussels,1.05,2024-10-22,,crop
2024-10-23,2024,Braising Mix,Cabbage Chinese,15,1.9,,merlot,1.05,2024-10-22,,crop
2024-10-23,2024,Braising Mix,Braising Mix,10,1.3,,kale,1.05,2024-10-22,,crop
2024-10-23,2024,Braising Mix,Greens Mix Cheap Frills,10,1.3,,frills,1.05,2024-10-22,,crop
2024-10-23,2024,Braising Mix,Escarole,15,1.9,,,1.05,2024-10-22,,crop
2024-10-26,2024,Braising Mix,Dandelion,15,9,,,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Chard,15,9,,,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Braising Mix,10,6,,brussels,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Cabbage Chinese,15,9,,merlot,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Braising Mix,10,6,,kale,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Greens Mix Cheap Frills,10,6,,frills,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Escarole,15,9,,,1.05,2024-10-24,,crop
2024-10-26,2024,Braising Mix,Bok Choy,10,6,,,1.05,2024-10-24,,crop
2024-10-23,2024,Braising Mix,Bok Choy,10,1.3,,,1.05,2024-10-22,,crop
2024-10-30,2024,Fall Mix,Lettuce Mix SN,30,3,,,1.1,2024-10-29,,crop
2024-10-30,2024,Fall Mix,Greens Mix Misc,8,0.8,,kale,1.1,2024-10-29,,crop
2024-10-30,2024,Fall Mix,Radicchio Mix,27,2.7,,,1.1,2024-10-29,,crop
2024-10-30,2024,Fall Mix,Frisee mix,27,2.7,,,1.1,2024-10-29,,crop
2024-10-30,2024,Fall Mix,Greens Mix Misc,8,0.8,,frills,1.1,2024-10-29,,crop
2024-11-02,2024,Fall Mix,Lettuce Mix SN,30,17.4,,,1.1,2024-10-31,,crop
2024-11-02,2024,Fall Mix,Greens Mix Misc,5,2.9,,kale,1.1,2024-10-31,,crop
2024-11-02,2024,Fall Mix,Radicchio Mix,30,17.4,,,1.1,2024-10-31,,crop
2024-11-02,2024,Fall Mix,Frisee mix,30,17.4,,,1.1,2024-10-31,,crop
2024-11-02,2024,Fall Mix,Greens Mix Misc,5,2.9,,frills,1.1,2024-10-31,,crop
2024-10-30,2024,Braising Mix,Braising Mix,15,0.9,,dandelion,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,15,0.9,,chard,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,15,0.9,,brussels,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,15,0.9,,merlot,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,15,0.9,,kale,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,0,0,,frills,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,15,0.9,,escarole,1.05,2024-10-29,,crop
2024-10-30,2024,Braising Mix,Braising Mix,10,0.6,,bok choy,1.05,2024-10-29,,crop
2024-11-02,2024,Braising Mix,Braising Mix,13,6.1,,dandelion,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,15,7.1,,chard,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,15,7.1,,brussels,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,16,7.6,,merlot,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,10,4.7,,kale,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,10,4.7,,frills,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,16,7.6,,escarole,1.05,2024-10-31,,crop
2024-11-02,2024,Braising Mix,Braising Mix,5,2.4,,bok choy,1.05,2024-10-31,,crop
2024-11-06,2024,Fall Mix,Lettuce Mix SN,30,3,,,1.1,2024-11-05,,crop
2024-11-06,2024,Fall Mix,Greens Mix Misc,5,0.5,,kale,1.1,2024-11-05,,crop
2024-11-06,2024,Fall Mix,Radicchio Mix,30,3,,,1.1,2024-11-05,,crop
2024-11-06,2024,Fall Mix,Frisee mix,30,3,,,1.1,2024-11-05,,crop
2024-11-06,2024,Fall Mix,Greens Mix Misc,5,0.5,,frills,1.1,2024-11-05,,crop
2024-11-09,2024,Fall Mix,Lettuce Mix SN,30,16.2,,,1.1,2024-11-07,,crop
2024-11-09,2024,Fall Mix,Greens Mix Misc,4,2.2,,kale,1.1,2024-11-07,,crop
2024-11-09,2024,Fall Mix,Radicchio Mix,30,16.2,,,1.1,2024-11-07,,crop
2024-11-09,2024,Fall Mix,Frisee mix,28,15.1,,,1.1,2024-11-07,,crop
2024-11-09,2024,Fall Mix,Greens Mix Misc,8,4.3,,frills,1.1,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,10,3.5,,dandelion,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,15,5.2,,chard,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,15,5.2,,brussels,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,15,5.2,,merlot,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,10,3.5,,kale,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,10,3.5,,frills,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,15,5.2,,escarole,1.05,2024-11-07,,crop
2024-11-09,2024,Braising Mix,Braising Mix,10,3.5,,bok choy,1.05,2024-11-07,,crop
2024-11-06,2024,Braising Mix,Braising Mix,10,0.9,,dandelion,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,15,1.4,,chard,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,15,1.4,,brussels,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,15,1.4,,merlot,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,8,0.8,,kale,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,8,0.8,,frills,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,14,1.3,,escarole,1.05,2024-11-05,,crop
2024-11-06,2024,Braising Mix,Braising Mix,15,1.4,,bok choy,1.05,2024-11-05,,crop
2024-11-13,2024,Fall Mix,Greens Mix Misc,10,0.7,,kale,1.1,2024-11-12,,crop
2024-11-13,2024,Fall Mix,Radicchio Mix,35,2.3,,,1.1,2024-11-12,,crop
2024-11-13,2024,Fall Mix,Frisee mix,35,2.3,,,1.1,2024-11-12,,crop
2024-11-13,2024,Fall Mix,Greens Mix Misc,20,1.3,,frills,1.1,2024-11-12,,crop
2024-11-16,2024,Fall Mix,Greens Mix Misc,5,2.4,,kale,1.1,2024-11-14,,crop
2024-11-16,2024,Fall Mix,Radicchio Mix,45,21.5,,,1.1,2024-11-14,,crop
2024-11-16,2024,Fall Mix,Frisee mix,32,15.3,,,1.1,2024-11-14,,crop
2024-11-16,2024,Fall Mix,Greens Mix Misc,18,8.6,,frills,1.1,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,10,4.9,,dandelion,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,15,7.4,,chard,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,10,4.9,,curly,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,18,8.9,,merlot,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,10,4.9,,russian kale,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,10,4.9,,collards,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,17,8.4,,escarole,1.05,2024-11-14,,crop
2024-11-16,2024,Braising Mix,Braising Mix,10,4.9,,bok choy,1.05,2024-11-14,,crop
