Sale Date,Harvest Date,Planning Year,Channel Name,Product Name,Actual Price,Brought Quantity,Returned Quantity,Actual Quantity,Actual Revenue,Notes,Entry Kind
2025-03-15,3/13/2025,2025,KFM,Parsley - bu,$3.50,6,0,6,$21.00,,actual
2025-03-15,3/13/2025,2025,KFM,Potato White - lb,$3.50,41,0,41,$143.50,,actual
2025-03-15,3/13/2025,2025,KFM,Potato Yellow - lb,$3.50,100,20,80,$280.00,,actual
2025-03-15,3/13/2025,2025,KFM,Radish Daikon Bulk - lb,$3.50,20,3,17,$59.50,,actual
2025-03-15,3/13/2025,2025,KFM,Salad Mix - 1/3 lb,$7.00,21,0,21,$147.00,,actual
2025-03-15,3/13/2025,2025,KFM,Salad Mix - 2/3 lb ,$14.00,23,0,23,$322.00,,actual
2025-03-15,3/13/2025,2025,KFM,Spinach - 1/2 lb,$7.00,31,0,31,$217.00,,actual
2025-03-15,3/13/2025,2025,KFM,Turnip Bulk - lb,$3.50,15,7.5,7.5,$26.25,,actual
2025-03-15,3/13/2025,2025,KFM,Winter Squash Kabocha - lb,$2.50,59.2,23,36.2,$90.36,,actual
2025-03-15,3/13/2025,2025,KFM,Winter Squash Koginut - lb,$2.50,53.6,18,35.6,$88.86,,actual
2025-03-15,3/13/2025,2025,KFM,Bok Choy - ea,$5.00,22,0,22,$110.00,Variety: Bok-o-lini Bunches,actual
2025-03-15,3/13/2025,2025,KFM,Cilantro - bu,$4.00,,,0,$0.00,,actual
2025-03-15,3/13/2025,2025,KFM,Scallion - bu,$4.00,49,0,49,$196.00,,actual
2025-03-15,3/13/2025,2025,KFM,Radicchio Forced - lb,$20.00,10.1,0,10.1,$202.00,,actual
2025-03-22,3/20/2025,2025,BFM,Arugula - 1/3 lb,$7.00,18,,18,$126.00,,actual
2025-03-22,3/20/2025,2025,BFM,Arugula - 2/3 lb ,$14.00,5,,5,$70.00,,actual
2025-03-22,3/20/2025,2025,BFM,Bok Choy - lb,$5.00,37,,37,$185.00,Variety: bunches,actual
2025-03-22,3/20/2025,2025,BFM,Cabbage Cone Storage - lb,$2.00,60.6,5,55.6,$111.20,,actual
2025-03-22,3/20/2025,2025,BFM,Cabbage Green Storage - lb,$2.00,73.8,36,37.8,$75.60,,actual
2025-03-22,3/20/2025,2025,BFM,Cabbage Savoy - lb,$2.00,32,,32,$64.00,,actual
2025-03-22,3/20/2025,2025,BFM,Carrot Bulk - lb,$3.50,150,21,129,$451.50,,actual
2025-03-22,3/20/2025,2025,BFM,Chard - bu,$4.50,15,,15,$67.50,,actual
2025-03-22,3/20/2025,2025,BFM,Cilantro - bu,$3.50,16,,16,$56.00,,actual
2025-03-22,3/20/2025,2025,BFM,Kale Curly - bu,$5.00,18,,18,$90.00,Variety: Rapini,actual
2025-03-22,3/20/2025,2025,BFM,Kale Lacinato - bu,$5.00,8,,8,$40.00,,actual
2025-03-22,3/20/2025,2025,BFM,Kale Lacinato - bu,$6.00,3.4,,3.4,$20.40,Variety: Rapini lbs,actual
2025-03-22,3/20/2025,2025,BFM,Kale Russian - bu,$4.50,27,,27,$121.50,,actual
2025-03-22,3/20/2025,2025,BFM,Mustard - bu,$4.50,15,,15,$67.50,,actual
2025-03-22,3/20/2025,2025,BFM,Parsley - bu,$3.50,,,0,$0.00,,actual
2025-03-22,3/20/2025,2025,BFM,Potato White - lb,$3.50,18,,18,$63.00,,actual
2025-03-22,3/20/2025,2025,BFM,Potato Yellow - lb,$3.50,63,13,50,$175.00,,actual
2025-03-22,3/20/2025,2025,BFM,Radicchio Forced - lb,$20.00,8.3,,8.3,$166.00,,actual
2025-03-22,3/20/2025,2025,BFM,Radish Daikon Bulk - lb,$3.50,16,3,13,$45.50,,actual
2025-03-22,3/20/2025,2025,BFM,Salad Mix - 1/3 lb,$7.00,24,,24,$168.00,,actual
2025-03-22,3/20/2025,2025,BFM,Salad Mix - 2/3 lb ,$14.00,26,,26,$364.00,,actual
2025-03-15,3/13/2025,2025,KFM,Cabbage Savoy - lb,$2.50,36.8,0,36.8,$92.00,,actual
2025-03-22,3/20/2025,2025,BFM,Scallion - bu,$4.00,34,,34,$136.00,,actual
2025-03-22,3/20/2025,2025,BFM,Spinach - 1/2 lb,$7.00,30,,30,$210.00,,actual
2025-03-22,3/20/2025,2025,BFM,Turnip Bulk - lb,$3.50,19,8.3,10.7,$37.45,,actual
2025-03-22,3/20/2025,2025,BFM,Winter Squash Kabocha - lb,$2.50,58.2,26,32.2,$80.37,,actual
2025-03-22,3/20/2025,2025,BFM,Winter Squash Koginut - lb,$3.00,51.2,13,38.2,$114.60,,actual
2025-03-29,3/27/2025,2025,KFM,Arugula - 1/3 lb,$7.00,0,0,0,$0.00,,actual
2025-03-29,3/27/2025,2025,KFM,Collards - bu,$7.00,26,0,26,$182.00,Variety: bags,actual
2025-03-29,3/27/2025,2025,KFM,Cabbage Cone Storage - lb,$2.00,79,13.1,65.9,$131.80,,actual
2025-03-29,3/27/2025,2025,KFM,Cabbage Green Storage - lb,$2.00,78.5,3.9,74.6,$149.20,,actual
2025-03-29,3/27/2025,2025,KFM,Cabbage Savoy - lb,$2.00,41.4,0,41.4,$82.80,,actual
2025-03-29,3/27/2025,2025,KFM,Carrot Bulk - lb,$3.50,150,48,102,$357.00,,actual
2025-03-29,3/27/2025,2025,KFM,Chard - bu,$4.50,12,0,12,$54.00,,actual
2025-03-29,3/27/2025,2025,KFM,Cilantro - bu,$3.50,15,0,15,$52.50,,actual
2025-03-29,3/27/2025,2025,KFM,Kale Curly - bu,$5.00,6,0,6,$30.00,Variety: Rapini,actual
2025-03-29,3/27/2025,2025,KFM,Kale Lacinato - bu,$4.50,17,0,17,$76.50,,actual
2025-03-29,3/27/2025,2025,KFM,Kale Lacinato - bu,$8.00,4.2,0,4.2,$33.60,Variety: loose rapini,actual
2025-03-29,3/27/2025,2025,KFM,Kale Russian - bu,$4.50,44,0,44,$198.00,,actual
2025-03-29,3/27/2025,2025,KFM,Mustard - bu,$4.50,30,0,30,$135.00,,actual
2025-03-29,3/27/2025,2025,KFM,Parsley - bu,$3.50,15,0,15,$52.50,,actual
2025-03-29,3/27/2025,2025,KFM,Potato Yellow - lb,$3.50,112.5,29,83.5,$292.25,,actual
2025-03-29,3/27/2025,2025,KFM,Radicchio Forced - lb,$20.00,0,0,0,$0.00,,actual
2025-03-29,3/27/2025,2025,KFM,Salad Mix - 1/3 lb,$7.00,24,0,24,$168.00,,actual
2025-03-29,3/27/2025,2025,KFM,Salad Mix - 2/3 lb ,$14.00,22,0,22,$308.00,,actual
2025-03-29,3/27/2025,2025,KFM,Scallion - bu,$4.00,60,0,60,$240.00,,actual
2025-03-29,3/27/2025,2025,KFM,Spinach - 1/2 lb,$7.00,31,0,31,$217.00,,actual
2025-03-29,3/27/2025,2025,KFM,Turnip Bulk - lb,$3.50,24.8,15.5,9.3,$32.55,,actual
2025-03-29,3/27/2025,2025,KFM,Winter Squash Kabocha - lb,$2.50,66.7,21.2,45.5,$113.57,,actual
2025-03-29,3/27/2025,2025,KFM,Winter Squash Koginut - lb,$2.00,25,7.9,17.1,$34.22,,actual
2025-04-05,4/3/2025,2025,BFM,Collards - bu,$7.00,21,0,21,$147.00,Variety: bags,actual
2025-04-05,4/3/2025,2025,BFM,Cabbage Cone Storage - lb,$2.00,79,32.5,46.5,$93.00,,actual
2025-04-05,4/3/2025,2025,BFM,Cabbage Green Storage - lb,$2.00,71,3.9,67.1,$134.20,,actual
2025-04-05,4/3/2025,2025,BFM,Cabbage Savoy - lb,$2.00,30.3,0,30.3,$60.60,,actual
2025-04-05,4/3/2025,2025,BFM,Carrot Bulk - lb,$3.50,135,18,117,$409.50,,actual
2025-04-05,4/3/2025,2025,BFM,Chard - bu,$5.00,12,0,12,$60.00,,actual
2025-04-05,4/3/2025,2025,BFM,Cilantro - bu,$4.00,15,0,15,$60.00,,actual
2025-04-05,4/3/2025,2025,BFM,Kale Curly - bu,$5.00,3,0,3,$15.00,Variety: Rapini,actual
2025-04-05,4/3/2025,2025,BFM,Kale Curly - bu,$7.00,14,0,14,$98.00,Variety: bags,actual
2025-04-05,4/3/2025,2025,BFM,Kale Lacinato - bu,$5.00,0,0,0,$0.00,,actual
2025-04-05,4/3/2025,2025,BFM,Kale Lacinato - bu,$8.00,3.75,0,3.75,$30.00,Variety: loose rapini,actual
2025-04-05,4/3/2025,2025,BFM,Kale Russian - bu,$5.00,40,0,40,$200.00,,actual
2025-04-05,4/3/2025,2025,BFM,Mustard - bu,$5.00,26,0,26,$130.00,,actual
2025-04-05,4/3/2025,2025,BFM,Parsley - bu,$4.00,15,0,15,$60.00,,actual
2025-04-05,4/3/2025,2025,BFM,Potato Yellow - lb,$3.50,28,0,28,$98.00,,actual
2025-04-05,4/3/2025,2025,BFM,Salad Mix - 1/3 lb,$7.00,24,0,24,$168.00,,actual
2025-04-05,4/3/2025,2025,BFM,Salad Mix - 2/3 lb ,$14.00,24,0,24,$336.00,,actual
2025-04-05,4/3/2025,2025,BFM,Scallion - bu,$4.00,49,0,49,$196.00,,actual
2025-04-05,4/3/2025,2025,BFM,Spinach - 1/2 lb,$7.00,15,0,15,$105.00,,actual
2025-04-05,4/3/2025,2025,BFM,Turnip Bulk - lb,$3.50,17,6,11,$38.50,,actual
2025-04-05,4/3/2025,2025,BFM,Winter Squash Kabocha - lb,$2.50,62.7,21.9,40.8,$101.84,,actual
2025-04-12,4/10/2025,2025,KFM,Cabbage Cone Storage - lb,$2.00,78.1,0,78.1,$156.20,,actual
2025-04-12,4/10/2025,2025,KFM,Cabbage Green Storage - lb,$2.00,88.3,10.5,77.8,$155.60,,actual
2025-04-12,4/10/2025,2025,KFM,Carrot Bulk - lb,$3.50,150,34.5,115.5,$404.25,,actual
2025-04-12,4/10/2025,2025,KFM,Chard - bu,$5.00,20,0,20,$100.00,,actual
2025-04-12,4/10/2025,2025,KFM,Cilantro - bu,$4.00,0,0,0,$0.00,,actual
2025-04-12,4/10/2025,2025,KFM,Kale Curly - bu,$5.00,9,0,9,$45.00,Variety: Rapini,actual
2025-04-12,4/10/2025,2025,KFM,Kale Curly - bu,$7.00,23,6,17,$119.00,Variety: bags,actual
2025-04-12,4/10/2025,2025,KFM,Kale Lacinato - bu,$5.00,0,0,0,$0.00,,actual
2025-04-12,4/10/2025,2025,KFM,Kale Curly - bu,$8.00,5.75,0,5.75,$46.00,Variety: loose rapini,actual
2025-04-12,4/10/2025,2025,KFM,Kale Russian - bu,$5.00,58,20,38,$190.00,,actual
2025-04-12,4/10/2025,2025,KFM,Mustard - bu,$5.00,25,0,25,$125.00,,actual
2025-04-12,4/10/2025,2025,KFM,Parsley - bu,$4.00,30,0,30,$120.00,,actual
2025-04-12,4/10/2025,2025,KFM,Salad Mix - 1/3 lb,$7.00,15,0,15,$105.00,,actual
2025-04-12,4/10/2025,2025,KFM,Salad Mix - 2/3 lb ,$14.00,28,0,28,$392.00,,actual
2025-04-12,4/10/2025,2025,KFM,Scallion - bu,$4.00,66,0,66,$264.00,,actual
2025-04-12,4/10/2025,2025,KFM,Spinach - 1/2 lb,$7.00,21,0,21,$147.00,,actual
2025-04-12,4/10/2025,2025,KFM,Turnip Bulk - lb,$3.50,25,6,19,$66.50,,actual
2025-04-12,4/10/2025,2025,KFM,Winter Squash Kabocha - lb,$2.50,71.7,50,21.7,$54.16,,actual
2025-04-19,4/17/2025,2025,BFM,Arugula - 1/3 lb,$7.00,15,0,15,$105.00,,actual
2025-04-19,4/17/2025,2025,BFM,Cabbage Cone Storage - lb,$2.00,70,11,59,$118.00,,actual
2025-04-19,4/17/2025,2025,BFM,Cabbage Green Storage - lb,$2.00,75.5,27,48.5,$97.00,,actual
2025-04-19,4/17/2025,2025,BFM,Carrot Bulk - lb,$3.50,150,60,90,$315.00,,actual
2025-04-19,4/17/2025,2025,BFM,Chard - bu,$5.00,15,0,15,$75.00,,actual
2025-04-19,4/17/2025,2025,BFM,Kale Curly - bu,$5.00,15,0,15,$75.00,Variety: Rapini,actual
2025-04-19,4/17/2025,2025,BFM,Kale Curly - bu,$7.00,14,0,14,$98.00,Variety: bags,actual
2025-04-19,4/17/2025,2025,BFM,Kale Curly - bu,$8.00,2,0,2,$16.00,Variety: loose rapini,actual
2025-04-19,4/17/2025,2025,BFM,Kale Russian - bu,$5.00,50,0,50,$250.00,,actual
2025-04-19,4/17/2025,2025,BFM,Mustard - bu,$5.00,25,0,25,$125.00,,actual
2025-04-19,4/17/2025,2025,BFM,Parsley - bu,$4.00,40,0,40,$160.00,,actual
2025-04-19,4/17/2025,2025,BFM,Salad Mix - 1/3 lb,$7.00,25,0,25,$175.00,,actual
2025-04-19,4/17/2025,2025,BFM,Salad Mix - 2/3 lb ,$14.00,30,0,30,$420.00,,actual
2025-04-19,4/17/2025,2025,BFM,Scallion - bu,$4.00,62,3,59,$236.00,,actual
2025-04-19,4/17/2025,2025,BFM,Spinach - 1/2 lb,$7.00,15,0,15,$105.00,,actual
2025-04-19,4/17/2025,2025,BFM,Turnip Bulk - lb,$3.50,30,30,0,$0.00,,actual
2025-04-19,4/17/2025,2025,BFM,Winter Squash Kabocha - lb,$2.50,63.1,45,18.1,$45.18,,actual
2025-04-26,4/24/2025,2025,KFM,Arugula - 1/3 lb,$7.00,0,0,0,$0.00,,actual
2025-04-26,4/24/2025,2025,KFM,Bok Choy - ea,$5.00,26,0,26,$130.00,Variety: bunches,actual
2025-04-26,4/24/2025,2025,KFM,Bok Choy - lb,$8.00,5.5,0,5.5,$44.00,,actual
2025-04-26,4/24/2025,2025,KFM,Cabbage Cone Storage - lb,$2.00,92,0,92,$184.00,,actual
2025-04-26,4/24/2025,2025,KFM,Cabbage Green Storage - lb,$2.00,126,66,60,$120.00,,actual
2025-04-26,4/24/2025,2025,KFM,Carrot Bulk - lb,$3.50,148,40,108,$378.00,,actual
2025-04-26,4/24/2025,2025,KFM,Chard - bu,$5.00,25,0,25,$125.00,,actual
2025-04-26,4/24/2025,2025,KFM,Kale Curly - bu,$5.00,48,0,48,$240.00,Variety: Rapini,actual
2025-04-26,4/24/2025,2025,KFM,Kale Curly - bu,$7.00,13,0,13,$91.00,Variety: bags,actual
2025-04-26,4/24/2025,2025,KFM,Kale Russian - bu,$5.00,30,0,30,$150.00,,actual
2025-04-26,4/24/2025,2025,KFM,Mustard - bu,$5.00,30,0,30,$150.00,,actual
2025-04-26,4/24/2025,2025,KFM,Salad Mix - 1/3 lb,$7.00,20,0,20,$140.00,,actual
2025-04-26,4/24/2025,2025,KFM,Salad Mix - 2/3 lb ,$14.00,37,0,37,$518.00,,actual
2025-04-26,4/24/2025,2025,KFM,Scallion - bu,$4.00,66,0,66,$264.00,,actual
2025-04-26,4/24/2025,2025,KFM,Spinach - 1/2 lb,$7.00,19,0,19,$133.00,,actual
2025-04-26,4/24/2025,2025,KFM,Turnip Bulk - lb,$3.50,30.8,23.8,7,$24.50,,actual
2025-04-26,4/24/2025,2025,KFM,Winter Squash Kabocha - lb,$2.50,75.4,49,26.4,$65.89,,actual
