Pack Date,Planning Year,Mix Product Name,Component Crop Name,Component Percent,Component Quantity,Component Unit,Variety Request,Safety Factor,Harvest Date,Notes,Component Source Type
2023-07-22,2023,Spring Mix,Greens Mix Cheap Frills,5,4.6,,,1.05,2023-07-20,,crop
2023-07-22,2023,Spring Mix,Greens Mix Misc,5,4.6,,,1.05,2023-07-20,,crop
2023-07-22,2023,Spring Mix,Frisee,15,13.7,,,1.05,2023-07-20,,crop
2023-07-22,2023,Spring Mix,Radicchio Variegated Mix,17.5,16,,,1.05,2023-07-20,,crop
2023-07-22,2023,Spring Mix,Radicchio Variegated Mix,17.5,16,,,1.05,2023-07-20,,crop
2023-07-29,2023,Spring Mix,Lettuce Mix SN,50,28,,,1.05,2023-07-27,,crop
2023-07-29,2023,Spring Mix,Greens Mix Cheap Frills,0,0,,,1.05,2023-07-27,,crop
2023-07-29,2023,Spring Mix,Greens Mix Misc,10,5.6,,,1.05,2023-07-27,,crop
2023-07-29,2023,Spring Mix,Frisee,10,5.6,,,1.05,2023-07-27,,crop
2023-07-29,2023,Spring Mix,Radicchio Variegated Mix,15,8.4,,,1.05,2023-07-27,,crop
2023-07-29,2023,Spring Mix,Radicchio Variegated Mix,15,8.4,,,1.05,2023-07-27,,crop
2023-08-05,2023,Spring Mix,Lettuce Mix SN,70,42.2,,,1.05,2023-08-03,,crop
2023-08-05,2023,Spring Mix,Greens Mix Misc,10,6,,,1.05,2023-08-03,,crop
2023-08-05,2023,Spring Mix,Radicchio Variegated Mix,20,12.1,,,1.05,2023-08-03,,crop
2023-08-12,2023,Spring Mix,Lettuce Mix SN,70,32.5,,,1.05,2023-08-10,,crop
2023-08-12,2023,Spring Mix,Greens Mix Misc,10,4.6,,,1.05,2023-08-10,,crop
2023-08-12,2023,Spring Mix,Radicchio Variegated Mix,20,9.3,,,1.05,2023-08-10,,crop
2023-08-19,2023,Spring Mix,Lettuce Mix SN,60,18.6,,,1.05,2023-08-17,,crop
2023-08-19,2023,Spring Mix,Greens Mix Misc,30,9.3,,,1.05,2023-08-17,,crop
2023-08-19,2023,Spring Mix,Radicchio Variegated Mix,30,9.3,,,1.05,2023-08-17,,crop
2023-09-02,2023,Summer Mix,Frisee,45,28.7,,,1.05,2023-08-31,,crop
2023-09-02,2023,Summer Mix,Lettuce Mix SN,55,35.1,,,1.05,2023-08-31,,crop
2023-09-09,2023,Summer Mix,Frisee,35,23.1,,,1.05,2023-09-07,,crop
2023-09-09,2023,Summer Mix,Lettuce Mix SN,30,19.8,,,1.05,2023-09-07,,crop
2023-09-09,2023,Summer Mix,Greens Mix Misc,10,6.6,,Rosie,1.05,2023-09-07,,crop
2023-09-09,2023,Summer Mix,Greens Mix Misc,15,9.9,,Tokyo Bekana,1.05,2023-09-07,,crop
2023-09-09,2023,Summer Mix,Greens Mix Cheap Frills,10,6.6,,,1.05,2023-09-07,,crop
2023-09-16,2023,Summer Mix,Frisee,25,16.2,,,1.05,2023-09-14,,crop
2023-09-16,2023,Summer Mix,Lettuce Mix SN,25,16.2,,,1.05,2023-09-14,,crop
2023-09-16,2023,Summer Mix,Greens Mix Misc,15,9.7,,Rosie,1.05,2023-09-14,,crop
2023-09-16,2023,Summer Mix,Greens Mix Misc,15,9.7,,Tokyo Bekana,1.05,2023-09-14,,crop
2023-09-16,2023,Summer Mix,Greens Mix Cheap Frills,20,13,,,1.05,2023-09-14,,crop
2023-09-23,2023,Summer Mix,Frisee,25,12.5,,,1.05,2023-09-21,,crop
2023-09-23,2023,Summer Mix,Lettuce Mix SN,25,12.5,,,1.05,2023-09-21,,crop
2023-09-23,2023,Summer Mix,Greens Mix Misc,15,7.5,,Rosie,1.05,2023-09-21,,crop
2023-09-23,2023,Summer Mix,Greens Mix Misc,15,7.5,,Tokyo Bekana,1.05,2023-09-21,,crop
2023-09-23,2023,Summer Mix,Greens Mix Cheap Frills,20,10,,,1.05,2023-09-21,,crop
2023-09-30,2023,Summer Mix,Frisee,15,0.1,,,1.05,9/28/2023,,crop
2023-09-30,2023,Summer Mix,Lettuce Mix SN,25,0.2,,,1.05,9/28/2023,,crop
2023-09-30,2023,Summer Mix,Greens Mix Misc,15,0.1,,Rosie,1.05,9/28/2023,,crop
2023-09-30,2023,Summer Mix,Greens Mix Misc,15,0.1,,Tokyo Bekana,1.05,9/28/2023,,crop
2023-09-30,2023,Summer Mix,Greens Mix Cheap Frills,20,0.1,,,1.05,9/28/2023,,crop
2023-09-30,2023,Summer Mix,Radicchio Variegated Mix,10,0.1,,,1.05,9/28/2023,,crop
2023-10-08,2023,Summer Mix,Frisee,15,10.8,,,1.05,2023-10-05,,crop
2023-10-08,2023,Summer Mix,Lettuce Mix SN,30,21.6,,,1.05,2023-10-05,,crop
2023-10-08,2023,Summer Mix,Greens Mix Misc,15,10.8,,Rosie,1.05,2023-10-05,,crop
2023-10-08,2023,Summer Mix,Greens Mix Misc,10,7.2,,Tokyo Bekana,1.05,2023-10-05,,crop
2023-10-08,2023,Summer Mix,Greens Mix Cheap Frills,15,10.8,,,1.05,2023-10-05,,crop
2023-10-08,2023,Summer Mix,Radicchio Variegated Mix,15,10.8,,,1.05,2023-10-05,,crop
2023-10-14,2023,Fall Mix,Frisee,15,10.3,,,1.05,2023-10-12,,crop
2023-10-14,2023,Fall Mix,Lettuce Mix SN,40,27.6,,,1.05,2023-10-12,,crop
2023-10-14,2023,Fall Mix,Greens Mix Misc,5,3.4,,Rosie,1.05,2023-10-12,,crop
2023-10-14,2023,Fall Mix,Greens Mix Misc,5,3.4,,Tokyo Bekana,1.05,2023-10-12,,crop
2023-10-14,2023,Fall Mix,Greens Mix Cheap Frills,5,3.4,,,1.05,2023-10-12,,crop
2023-10-14,2023,Fall Mix,Radicchio Variegated Mix,30,20.7,,,1.05,2023-10-12,,crop
2023-10-26,2023,Fall Mix,Lettuce Mix SN,20,0,,,1.05,2023-10-28,,crop
2023-10-26,2023,Fall Mix,Greens Mix Misc,10,0,,Rosie,1.05,2023-10-28,,crop
2023-10-26,2023,Fall Mix,Greens Mix Cheap Frills,20,0,,,1.05,2023-10-28,,crop
2023-10-26,2023,Fall Mix,Radicchio Variegated Mix,30,0,,,1.05,2023-10-28,,crop
2023-10-26,2023,Fall Mix,Frisee,20,0,,,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,20,0,,Brussel,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,5,0,,Komatsuna,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,20,0,,Chard,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,15,0,,Escarole,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,13,0,,Arugula,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,14,0,,Rosie,1.05,2023-10-28,,crop
2023-10-26,2023,Braising Mix,,13,0,,Napa,1.05,2023-10-28,,crop
2023-11-04,2023,Fall Mix,Lettuce Mix SN,35,23.8,,,1.05,2023-11-02,,crop
2023-11-04,2023,Fall Mix,Greens Mix Misc,0,0,,Rosie,1.05,2023-11-02,,crop
2023-11-04,2023,Fall Mix,Greens Mix Cheap Frills,20,13.6,,,1.05,2023-11-02,,crop
2023-11-04,2023,Fall Mix,Radicchio Variegated Mix,30,20.4,,,1.05,2023-11-02,,crop
2023-11-04,2023,Fall Mix,Frisee,15,10.2,,,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,20,12.6,,Brussel,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,5,3.2,,Komatsuna,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,20,12.6,,Chard,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,15,9.5,,Curly Kale,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,13,8.2,,Arugula,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,14,8.8,,Rosie,1.05,2023-11-02,,crop
2023-11-04,2023,Braising Mix,,5,3.2,,Napa,1.05,2023-11-02,,crop
2023-11-11,2023,Fall Mix,Lettuce Mix SN,25,18.8,,,1.05,2023-11-09,,crop
2023-11-11,2023,Fall Mix,Greens Mix Misc,5,3.8,,Rosie,1.05,2023-11-09,,crop
2023-11-11,2023,Fall Mix,Greens Mix Cheap Frills,20,15,,,1.05,2023-11-09,,crop
2023-11-11,2023,Fall Mix,Radicchio Variegated Mix,30,22.5,,,1.05,2023-11-09,,crop
2023-11-11,2023,Fall Mix,Frisee,20,15,,,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,20,13,,Brussel,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,5,3.3,,Komatsuna,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,20,13,,Chard,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,15,9.8,,Curly Kale,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,13,8.5,,Arugula,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,14,9.1,,Rosie,1.05,2023-11-09,,crop
2023-11-11,2023,Braising Mix,,13,8.5,,Red Cabbage,1.05,2023-11-09,,crop
2023-11-18,2023,Fall Mix,Lettuce Mix SN,30,37.7,,,1.05,2023-11-16,,crop
2023-11-18,2023,Fall Mix,Greens Mix Cheap Frills,20,25.2,,,1.05,2023-11-16,,crop
2023-11-18,2023,Fall Mix,Radicchio Variegated Mix,30,37.7,,,1.05,2023-11-16,,crop
2023-11-18,2023,Fall Mix,Frisee,20,25.2,,,1.05,2023-11-16,,crop
2023-11-18,2023,Braising Mix,,25,23.6,,Brussel,1.05,2023-11-16,,crop
2023-11-18,2023,Braising Mix,,20,18.9,,Chard,1.05,2023-11-16,,crop
2023-11-18,2023,Braising Mix,,20,18.9,,Curly Kale,1.05,2023-11-16,,crop
2023-11-18,2023,Braising Mix,,5,4.7,,Arugula,1.05,2023-11-16,,crop
2023-11-18,2023,Braising Mix,,10,9.5,,Rosie / Radichio,1.05,2023-11-16,,crop
2023-11-18,2023,Braising Mix,,20,18.9,,Red Cabbage,1.05,2023-11-16,,crop
2023-12-02,2023,Winter Mix,Lettuce Mix SN,50,28.9,,,1.05,2023-11-30,,crop
2023-12-02,2023,Winter Mix,Greens Mix Cheap Frills,20,11.5,,,1.05,2023-11-30,,crop
2023-12-02,2023,Winter Mix,Radicchio Variegated Mix,30,17.3,,,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,25,15.5,,Brussel,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,15,9.3,,Chard,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,20,12.4,,Curly Kale,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,2.5,1.5,,Arugula,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,2.5,1.5,,Rosie / Radichio,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,15,9.3,,Red Cabbage,1.05,2023-11-30,,crop
2023-12-02,2023,Braising Mix,,20,12.4,,Lacinato,1.05,2023-11-30,,crop
2023-12-09,2023,Winter Mix,Lettuce Mix SN,55,21,,,1.05,2023-12-07,,crop
2023-12-09,2023,Winter Mix,Greens Mix Cheap Frills,10,3.8,,,1.05,2023-12-07,,crop
2023-12-09,2023,Winter Mix,Radicchio Variegated Mix,35,13.4,,,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,25,7.4,,Brussel,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,0,0,,Chard,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,25,7.4,,Curly Kale,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,2.5,0.7,,Bok Choy,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,7.5,2.2,,Radichio,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,15,4.4,,Red Cabbage,1.05,2023-12-07,,crop
2023-12-09,2023,Braising Mix,,25,7.4,,Lacinato,1.05,2023-12-07,,crop
2023-12-16,2023,Winter Mix,Lettuce Mix SN,55,35.2,,,1.05,2023-12-14,,crop
2023-12-16,2023,Winter Mix,Greens Mix Cheap Frills,10,6.4,,,1.05,2023-12-14,,crop
2023-12-16,2023,Winter Mix,Radicchio Variegated Mix,35,22.4,,,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,22.5,19.4,,Collards,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,0,0,,Chard,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,25,21.5,,Curly Kale,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,2.5,2.2,,Bok Choy,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,10,8.6,,Radichio,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,15,12.9,,Red Cabbage,1.05,2023-12-14,,crop
2023-12-16,2023,Braising Mix,Braising Mix,25,21.5,,Lacinato,1.05,2023-12-14,,crop
2023-12-23,2023,Winter Mix,Lettuce Mix SN,60,22.7,,,1.05,2023-12-21,,crop
2023-12-23,2023,Winter Mix,Greens Mix Cheap Frills,0,0,,,1.05,2023-12-21,,crop
2023-12-23,2023,Winter Mix,Radicchio Variegated Mix,40,15.1,,,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,25,5.5,,Collards,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,0,0,,Chard,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,25,5.5,,Curly Kale,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,0,0,,Bok Choy,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,10,2.2,,Radichio,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,15,3.3,,Red Cabbage,1.05,2023-12-21,,crop
2023-12-23,2023,Braising Mix,Braising Mix,25,5.5,,Lacinato,1.05,2023-12-21,,crop
2023-12-30,2023,Winter Mix,Lettuce Mix SN,50,20.7,,,1.05,2023-12-28,,crop
2023-12-30,2023,Winter Mix,Greens Mix Cheap Frills,10,4.1,,,1.05,2023-12-28,,crop
2023-12-30,2023,Winter Mix,Radicchio Variegated Mix,40,16.5,,,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,25,12.1,,Collards,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,0,0,,Chard,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,25,12.1,,Curly Kale,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,0,0,,Bok Choy,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,10,4.8,,Radichio,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,15,7.2,,Red Cabbage,1.05,2023-12-28,,crop
2023-12-30,2023,Braising Mix,Braising Mix,25,12.1,,Lacinato,1.05,2023-12-28,,crop
2024-01-06,2024,Winter Mix,Lettuce Mix SN,55,2.5,,,1.05,2024-01-04,,crop
2024-01-06,2024,Winter Mix,Greens Mix Cheap Frills,15,0.7,,,1.05,2024-01-04,,crop
2024-01-06,2024,Winter Mix,Radicchio Variegated Mix,30,1.4,,,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,22.5,6.9,,Collards,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,5,1.5,,Chard,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,22.5,6.9,,Curly Kale,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,0,0,,Bok Choy,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,5,1.5,,Radichio,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,20,6.1,,Red Cabbage,1.05,2024-01-04,,crop
2024-01-06,2024,Braising Mix,Braising Mix,25,7.6,,Lacinato,1.05,2024-01-04,,crop
2024-01-13,2024,Winter Mix,Lettuce Mix SN,50,21.7,,,1.05,2024-01-11,,crop
2024-01-13,2024,Winter Mix,Greens Mix Cheap Frills,15,6.5,,,1.05,2024-01-11,,crop
2024-01-13,2024,Winter Mix,Radicchio Variegated Mix,25,10.8,,,1.05,2024-01-11,,crop
2024-01-13,2024,Winter Mix,Winter Mix,10,4.3,,Russian Kale,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,22.5,14.2,,Collards,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,5,3.2,,Chard,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,22.5,14.2,,Curly Kale,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,0,0,,Bok Choy,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,5,3.2,,Radichio,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,20,12.6,,Red Cabbage,1.05,2024-01-11,,crop
2024-01-13,2024,Braising Mix,Braising Mix,25,15.8,,Lacinato,1.05,2024-01-11,,crop
2024-01-27,2024,Winter Mix,Lettuce Mix SN,50,17,,,1.05,2024-01-25,,crop
2024-01-27,2024,Winter Mix,Greens Mix Cheap Frills,15,5.1,,,1.05,2024-01-25,,crop
2024-01-27,2024,Winter Mix,Radicchio Variegated Mix,25,8.5,,,1.05,2024-01-25,,crop
2024-01-27,2024,Winter Mix,Winter Mix,10,3.4,,Russian Kale,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,22.5,0,,Collards,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,5,0,,Chard,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,22.5,0,,Curly Kale,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,0,0,,Bok Choy,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,5,0,,Radichio,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,20,0,,Red Cabbage,1.05,2024-01-25,,crop
2024-01-27,2024,Braising Mix,Braising Mix,25,0,,Lacinato,1.05,2024-01-25,,crop
2024-02-03,2024,Winter Mix,Lettuce Mix SN,40,5.5,,,1.05,2024-02-01,,crop
2024-02-03,2024,Winter Mix,Greens Mix Cheap Frills,20,2.8,,,1.05,2024-02-01,,crop
2024-02-03,2024,Winter Mix,Radicchio Variegated Mix,30,4.2,,,1.05,2024-02-01,,crop
2024-02-03,2024,Winter Mix,Winter Mix,10,1.4,,Russian Kale,1.05,2024-02-01,,crop
2024-02-10,2024,Winter Mix,Lettuce Mix SN,45,9.2,,,1.05,2024-02-08,,crop
2024-02-10,2024,Winter Mix,Greens Mix Cheap Frills,24,4.9,,,1.05,2024-02-08,,crop
2024-02-10,2024,Winter Mix,Radicchio Variegated Mix,18,3.7,,,1.05,2024-02-08,,crop
2024-02-10,2024,Winter Mix,Winter Mix,13,2.7,,Russian Kale,1.05,2024-02-08,,crop
2024-02-24,2024,Winter Mix,Lettuce Mix SN,45,10,,,1.05,2024-02-22,,crop
2024-02-24,2024,Winter Mix,Greens Mix Cheap Frills,20,4.4,,,1.05,2024-02-22,,crop
2024-02-24,2024,Winter Mix,Winter Mix,18,4,,Rosaine,1.05,2024-02-22,,crop
2024-02-24,2024,Winter Mix,Winter Mix,13,2.9,,Russian Kale,1.05,2024-02-22,,crop
2024-03-02,2024,Winter Mix,Lettuce Mix SN,45,7.3,,,1.05,2024-02-29,,crop
2024-03-02,2024,Winter Mix,Greens Mix Cheap Frills,20,3.3,,,1.05,2024-02-29,,crop
2024-03-02,2024,Winter Mix,Winter Mix,18,2.9,,Rosaine,1.05,2024-02-29,,crop
2024-03-02,2024,Winter Mix,Winter Mix,13,2.1,,Russian Kale,1.05,2024-02-29,,crop
2024-03-02,2024,Winter Mix,Winter Mix,8,1.3,,Peashoots,1.05,2024-02-29,,crop
2024-03-09,2024,Winter Mix,Lettuce Mix SN,45,16.5,,,1.05,2024-03-07,,crop
2024-03-09,2024,Winter Mix,Greens Mix Cheap Frills,15,5.5,,,1.05,2024-03-07,,crop
2024-03-09,2024,Winter Mix,Winter Mix,25,9.2,,Rosaine,1.05,2024-03-07,,crop
2024-03-09,2024,Winter Mix,Winter Mix,13,4.8,,Russian Kale,1.05,2024-03-07,,crop
2024-03-09,2024,Winter Mix,Winter Mix,2,0.7,,Raab,1.05,2024-03-07,,crop
2024-03-16,2024,Winter Mix,Lettuce Mix SN,47.5,7.7,,,1.05,2024-03-14,,crop
2024-03-16,2024,Winter Mix,Greens Mix Cheap Frills,10,1.6,,,1.05,2024-03-14,,crop
2024-03-16,2024,Winter Mix,Winter Mix,27.5,4.5,,Rosaine,1.05,2024-03-14,,crop
2024-03-16,2024,Winter Mix,Winter Mix,15,2.4,,Russian Kale,1.05,2024-03-14,,crop
2024-03-16,2024,Winter Mix,Winter Mix,0,0,,Raab,1.05,2024-03-14,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
,No Date,,,,0,,,,,,crop
